"","Father_A","Father_B","Father_C","Mother_A","Mother_B","Mother_C","D21_A","D21_B","D21_C","T21_A","T21_B","T21_C"
"NM_001349621",10,9,19,5,0,1,18,4,9,3,3,4
"NM_001349623",10,9,19,5,0,1,7,4,9,3,3,4
"NM_001349625",11,9,19,5,0,1,7,4,9,3,3,4
"NM_001349617",13,9,22,8,0,1,7,5,10,3,3,6
"NM_001349613",12,9,23,8,0,0,7,5,10,3,3,6
"NM_001349626",11,9,19,5,0,0,7,4,9,3,3,4
"NM_001349622",10,9,19,5,0,0,18,4,9,3,3,4
"NM_001349616",13,9,22,8,0,0,18,5,10,3,3,6
"NM_001349618",13,9,22,8,0,0,7,5,10,3,3,6
"NM_001349619",11,9,19,5,0,0,18,4,9,3,3,4
"NM_001349615",12,9,22,8,0,0,18,5,10,3,3,6
"NM_001349624",10,9,19,5,0,0,7,4,9,3,3,4
"NR_132742",629,398,1757,482,376,317,511,145,297,684,392,685
"NM_001135585",600,823,900,320,866,150,470,400,126,552,814,325
"NM_001328620",967,1453,1459,545,1481,259,800,686,200,1006,1340,555
"NM_001328621",701,1162,1136,369,1129,198,606,502,146,758,995,385
"NM_001328619",1026,1637,1512,548,1669,266,855,748,206,1060,1502,546
"NM_025106",100,216,383,191,244,54,78,77,52,172,190,168
"NM_003039",1087,1746,1565,595,1814,289,904,805,212,1125,1617,604
"NM_001350235",4144,5621,8860,4125,5257,2095,3417,2677,1702,5573,3974,4013
"NM_001350234",4335,5716,9027,4243,5375,2200,3553,2727,1812,5794,4066,4155
"NM_015074",671,300,1171,427,257,179,412,186,274,776,287,574
"NM_032315",207,250,395,163,285,88,209,181,110,288,349,195
"NM_022787",202,260,315,163,284,81,175,136,66,251,273,128
"NM_001365952",692,315,1191,427,263,188,421,184,279,787,293,583
"NM_183416",306,158,585,238,165,78,292,90,151,441,179,338
"NM_001365951",692,315,1197,434,274,191,434,192,283,795,301,612
"NM_005026",4491,6091,9224,4446,5755,2276,3746,2913,1887,6055,4351,4342
"NM_001105562",1114,688,1832,917,668,470,929,364,474,1314,583,827
"NM_006048",1078,686,1791,907,661,457,918,363,458,1298,575,818
"NM_001297779",52,102,98,29,108,22,71,45,18,96,121,58
"NM_001297778",191,251,307,160,246,74,169,120,62,231,250,122
"NM_017766",126,106,249,140,140,74,94,59,29,158,70,107
"NM_004958",1517,1415,2251,1198,1790,595,1142,901,491,1831,1611,1154
"NM_001079843",174,143,353,208,182,94,105,63,40,210,107,143
"NM_005957",711,980,1617,463,1067,249,585,629,372,681,647,535
"NM_018156",1775,1142,3195,1649,1238,570,1994,640,787,2120,1033,1380
"NM_018438",262,555,457,84,364,59,139,226,59,276,585,245
"NM_001066",946,1323,1841,624,1148,457,1027,911,644,1861,1656,1470
"NM_001330358",731,1002,1679,490,1094,255,623,659,387,692,665,545
"NM_015378",1785,1143,3201,1659,1242,575,2003,643,794,2135,1037,1390
"NM_001010847",2,0,1,0,0,1,0,0,0,0,0,1
"NM_001099790",0,1,1,0,0,0,0,0,1,0,0,0
"NR_149058",0,0,0,0,0,0,0,0,0,0,0,0
"NM_001135610",364,552,1054,264,481,95,370,343,213,393,514,301
"NM_015866",3120,1173,6780,3161,1290,1029,3520,754,1553,4128,1225,3190
"NM_012231",2674,1038,6057,2588,1058,922,3032,638,1358,3506,980,2667
"NM_001007257",2761,678,5966,2908,832,952,3157,431,1374,3696,726,2867
"NR_148918",0,2,0,0,0,0,0,0,0,0,0,0
"NR_148919",0,2,0,0,0,0,0,0,0,0,0,0
"NM_018022",24,14,42,13,15,2,24,9,10,184,88,45
"NM_052929",2,4,6,0,0,0,0,0,4,7,7,2
"NM_001136218",27,16,44,13,15,2,24,9,10,199,90,52
"NM_001018000",40,15,100,107,57,86,34,7,14,183,34,80
"NM_001018001",39,12,98,103,53,87,34,4,14,184,32,81
"NM_033440",0,0,0,0,0,0,0,0,0,0,0,0
"NM_001136216",27,13,43,13,11,2,21,9,7,181,79,50
"NM_001319665",25,15,44,11,15,2,23,8,10,177,80,47
"NR_135082",21,13,37,9,14,2,23,3,9,139,65,32
"NM_001136217",24,11,41,15,11,2,21,9,7,172,78,46
"NM_001370229",40,15,100,107,58,86,36,7,14,183,38,81
"NM_001370231",39,12,98,103,55,87,34,4,15,183,32,79
"NR_027504",38,48,96,36,32,25,69,62,29,37,29,69
"NM_015001",2731,1217,6394,3026,1201,1070,3168,593,1629,3265,820,2551
"NM_001271869",2307,2297,4558,1697,2171,978,2107,1319,913,3080,1997,1848
"NR_073500",1914,1968,3956,1443,1818,824,1787,1089,765,2594,1588,1530
"NR_073502",2303,2277,4545,1709,2193,968,2070,1264,902,3082,1927,1851
"NR_073501",2451,2482,4722,1788,2385,1029,2207,1421,950,3236,2126,1971
"NM_018994",884,897,1562,693,913,350,1001,537,290,1026,793,636
"NM_001114600",2433,2475,4695,1774,2375,1018,2194,1413,940,3232,2115,1949
"NR_073503",2219,2245,4473,1664,2089,939,2028,1210,875,2984,1926,1789
"NM_001011722",25,34,75,8,14,5,34,25,11,27,17,22
"NM_001319837",25,34,75,8,14,5,34,25,11,27,17,22
"NM_001328124",15,24,66,6,11,4,23,18,9,18,12,23
"NM_001319838",13,21,63,6,8,4,17,17,4,15,10,21
"NR_137288",25,40,84,9,14,6,34,27,11,29,17,27
"NM_018125",25,37,76,8,14,5,34,26,11,28,17,23
"NM_018715",3021,2779,4938,2239,2825,1337,2540,1945,1122,3893,2750,2701
"NM_001136204",2987,2754,4887,2232,2787,1339,2518,1922,1112,3898,2738,2676
"NM_003000",605,1003,1081,532,992,218,576,583,216,820,1249,514
"NR_137287",25,40,84,9,15,6,34,27,11,29,17,27
"NM_152375",0,2,1,0,0,0,1,3,3,1,0,3
"NM_032880",0,1,1,0,1,1,7,3,4,1,1,4
"NM_001135254",1,0,0,0,0,0,0,0,0,1,0,0
"NR_040288",9,3,22,4,8,9,21,6,3,7,13,12
"NM_001349115",286,266,973,147,145,195,207,139,229,339,162,248
"NM_001349113",387,433,1029,174,277,211,234,265,237,422,318,301
"NM_001206541",1938,1622,4671,1557,1611,994,1655,721,679,2785,1487,1839
"NM_181719",372,430,1022,175,285,211,234,270,230,418,305,301
"NM_001282162",2754,1885,5345,2284,1889,1327,2249,892,931,3818,1861,2553
"NM_001348421",9,3,22,4,8,9,21,6,3,7,13,12
"NM_001349114",403,449,1034,178,289,213,243,276,238,429,332,311
"NR_040289",3,2,18,4,8,6,21,6,3,5,13,9
"NM_004930",2888,2187,5546,2390,2126,1409,2334,1011,976,3999,2137,2683
"NM_001313932",373,507,1282,277,479,178,281,178,102,448,386,312
"NM_020765",13877,7014,20889,11216,7146,4527,11663,3150,4597,14584,4770,9503
"NM_001349112",370,409,1012,168,268,209,226,249,228,411,301,289
"NM_001206540",2911,2189,5558,2405,2208,1416,2359,1014,988,4020,2138,2704
"NR_110078",0,0,2,0,0,0,0,0,0,1,2,1
"NM_001287212",1,1,1,0,0,0,8,0,0,1,2,2
"NM_020816",1,1,1,0,0,0,8,0,0,1,1,2
"NM_001122819",1,1,1,0,0,0,8,0,0,1,1,2
"NM_001039500",5,2,10,9,1,4,2,3,2,7,4,4
"NM_001350168",2821,1838,6863,3411,2321,759,4457,1535,2355,3500,2234,3320
"NM_001350527",19,28,62,11,3,2,45,28,13,19,12,29
"NM_001350528",18,28,62,10,3,2,45,27,12,18,12,29
"NM_001350524",18,28,63,12,3,2,45,27,12,18,12,30
"NM_001330383",17,26,62,12,3,2,41,27,12,19,11,28
"NM_001350164",2462,1641,6264,2889,2007,639,3817,1334,2056,3017,1923,2875
"NM_002885",17,25,60,9,3,2,34,27,12,19,11,27
"NM_001145657",16,26,61,9,3,2,41,26,11,18,11,28
"NM_001145658",17,24,60,8,3,2,34,27,11,19,11,27
"NM_001350166",2690,1737,6650,3268,2152,711,4243,1448,2267,3329,2081,3162
"NM_001397",822,1082,1859,580,622,258,762,460,281,557,554,616
"NM_032236",2913,1962,7016,3522,2449,785,4553,1619,2426,3609,2402,3478
"NM_001350525",19,28,62,11,3,2,45,28,13,19,12,30
"NM_001113349",818,1057,1841,575,616,253,755,462,281,556,530,613
"NM_001330394",2631,1782,6509,3121,2203,705,4036,1492,2178,3257,2133,3058
"NM_001291860",239,98,927,172,85,136,437,143,365,662,142,466
"NM_001113348",836,1119,1879,586,634,278,767,485,290,559,546,624
"NM_001113347",804,1024,1826,566,579,251,772,445,285,550,512,603
"NM_005529",238,98,927,172,85,136,430,142,362,660,142,465
"NM_001350526",19,30,63,11,3,2,49,28,13,19,12,32
"NM_001032730",1809,1127,4172,2265,1441,431,2971,1048,1557,2265,1299,2036
"NM_001350167",2781,1854,6803,3379,2280,737,4339,1529,2338,3437,2248,3319
"NM_001309193",3,0,3,0,3,2,1,3,0,9,12,5
"NM_017449",4,0,3,2,3,3,1,3,0,9,12,5
"NM_001309192",3,0,2,2,1,3,1,3,0,2,9,5
"NM_004442",4,0,3,2,3,3,1,3,0,9,12,5
"NM_001102398",3116,1952,6156,3305,2567,714,3830,1479,1588,3771,2464,2826
"NM_001102399",2949,1833,5955,3185,2415,693,3662,1390,1523,3591,2344,2686
"NM_000147",507,949,1497,622,1002,325,637,449,365,902,1014,631
"NM_001297620",2705,1648,5759,2953,2179,585,3394,1285,1422,3240,2034,2452
"NM_005826",3093,1937,6145,3270,2544,704,3808,1468,1569,3743,2455,2797
"NM_017707",4,6,4,0,0,0,0,0,1,2,1,0
"NM_001102397",2926,1818,5944,3150,2392,683,3640,1379,1504,3563,2335,2657
"NM_001297621",2411,1428,5470,2671,1927,551,3144,1135,1340,2932,1776,2261
"NM_001143778",4,5,4,0,0,0,0,0,1,2,1,0
"NM_001297622",2576,1544,5558,2868,2041,574,3266,1216,1370,3104,1934,2341
"NM_004350",3444,2408,6589,2497,1830,1432,2459,941,1189,4092,1589,2625
"NM_001199014",39,48,85,53,50,16,67,31,24,62,34,30
"NM_178122",30,32,66,31,35,11,42,19,19,51,26,22
"NM_001199012",29,42,73,34,41,13,48,29,21,58,23,20
"NM_001251984",18,12,35,12,14,1,15,3,3,16,12,13
"NM_001251981",17,15,38,12,15,1,6,6,5,15,18,14
"NM_001251983",18,13,35,12,14,1,16,2,3,16,12,13
"NM_001251978",20,17,39,15,15,1,15,4,5,16,18,18
"NM_001199013",34,47,78,38,46,13,54,30,24,62,31,27
"NM_001031680",3491,2204,6868,2612,1746,1512,2681,896,1295,4315,1497,2904
"NM_001251977",30,25,72,32,19,6,24,17,12,24,21,29
"NM_001251979",30,23,71,32,19,6,23,13,12,24,21,29
"NM_013943",1803,1370,3323,2535,2526,397,2410,1187,796,2399,1479,1638
"NM_001320672",3361,2142,6670,2486,1670,1429,2485,841,1208,4111,1432,2667
"NM_013441",30,25,72,32,19,6,24,17,12,24,21,29
"NM_001321772",609,900,1833,582,848,275,577,500,336,624,837,575
"NR_135787",858,1110,2592,882,1105,371,853,654,510,922,1063,899
"NR_135788",1043,1468,3236,1115,1583,447,1002,883,708,1216,1450,1114
"NR_135789",1285,1694,3670,1333,1800,568,1232,999,813,1452,1655,1307
"NM_001099627",376,501,992,324,491,155,421,211,196,465,390,311
"NR_024498",16,10,13,10,5,7,4,3,4,6,4,11
"NM_001127691",2,0,10,1,1,0,0,2,2,5,2,1
"NM_019557",446,632,1055,386,552,183,486,262,233,541,436,377
"NM_015627",122,140,249,61,211,59,116,78,58,121,127,106
"NM_001282872",3,0,10,1,1,0,0,2,3,5,2,3
"NM_001282871",3,0,10,1,1,0,0,2,3,5,2,3
"NM_001282870",2,0,10,1,1,0,0,2,3,5,2,3
"NM_016124",2,0,10,1,1,0,0,2,3,5,3,3
"NM_001289010",6,5,10,5,9,0,10,6,2,2,1,0
"NM_020379",6,5,10,5,9,0,10,9,3,2,1,0
"NM_001282868",2,0,10,1,1,0,0,2,2,5,2,1
"NM_001282867",2,0,10,1,1,0,0,2,3,5,2,3
"NM_001282869",2,0,10,1,1,0,0,2,3,5,2,3
"NM_001099626",452,698,1057,391,540,184,491,253,232,569,441,387
"NM_001099625",445,594,1063,388,574,180,485,262,223,560,469,379
"NM_003047",364,120,875,279,120,156,413,59,170,488,76,384
"NM_006015",4339,1252,7207,3159,1117,1687,3288,577,1704,4596,728,3092
"NR_046474",299,108,766,227,108,132,373,54,140,406,69,315
"NM_139135",3933,1198,6750,2847,1051,1547,3022,526,1537,4170,689,2805
"NM_005517",3358,3727,5103,2085,3922,1221,3130,2001,1131,3949,2968,2506
"NM_001013642",1,19,4,0,0,2,1,0,4,2,0,1
"NM_001039775",0,0,1,0,4,0,0,1,1,1,1,0
"NR_104214",607,579,1342,577,635,184,963,420,371,792,469,527
"NM_005281",2,0,4,2,1,1,3,0,2,1,3,3
"NM_177424",855,705,1507,875,828,255,1067,457,348,1145,731,754
"NM_001164722",531,857,1056,229,484,70,419,452,160,186,265,255
"NM_001990",1394,1041,2716,1228,1149,486,1994,759,796,1835,878,1114
"NM_001164721",543,893,1074,238,495,77,452,481,168,194,279,266
"NM_001282560",536,525,1231,497,579,161,929,348,315,690,409,444
"NM_001282561",1323,1005,2604,1169,1111,458,1917,737,760,1756,856,1050
"NM_001282562",1274,880,2536,1099,955,437,1762,660,730,1703,749,999
"NM_001350161",869,543,1757,653,419,401,909,266,413,878,310,709
"NR_003109",352,582,753,201,465,116,306,272,185,322,517,334
"NM_001350158",869,543,1749,649,419,401,904,266,409,876,306,707
"NM_001024732",222,253,422,152,245,84,209,178,81,249,277,192
"NM_001349711",228,255,425,151,246,86,247,164,77,260,280,195
"NM_016011",214,244,411,145,230,83,206,160,72,234,265,180
"NM_001349713",227,255,415,153,245,86,229,162,72,249,280,193
"NM_001349714",219,246,415,147,231,84,218,160,72,244,269,188
"NM_001349716",216,247,411,147,236,83,215,160,72,237,269,180
"NM_001349717",199,208,391,139,198,77,201,154,68,220,212,170
"NR_146212",231,260,433,160,248,91,215,179,84,258,283,207
"NM_001048183",865,543,1747,647,416,400,903,263,409,876,306,707
"NM_006582",374,420,573,311,371,173,343,204,83,454,314,277
"NM_203342",1186,1007,2341,662,598,253,1654,793,582,1507,993,1006
"NM_001166005",1179,1006,2345,666,596,254,1637,795,587,1500,987,1006
"NM_001166006",482,452,1101,311,286,115,737,346,274,635,447,467
"NM_203343",1052,919,2190,602,543,221,1448,694,523,1350,845,869
"NM_001349712",231,269,426,157,260,85,231,184,81,263,302,202
"NM_024482",354,373,557,306,338,170,340,187,80,435,280,271
"NM_001319674",362,400,562,306,356,172,341,197,81,443,301,274
"NM_001350159",885,552,1752,661,430,408,913,269,410,881,315,710
"NM_004437",1070,920,2199,595,539,227,1464,703,543,1377,887,928
"NR_146215",204,242,370,134,239,78,187,166,66,202,274,169
"NM_017846",306,515,674,170,414,102,260,230,157,277,458,285
"NR_146214",194,204,387,131,188,66,180,143,80,210,193,167
"NR_146213",196,233,359,127,224,77,184,148,57,187,262,157
"NM_001166007",1149,960,2282,642,571,244,1570,759,560,1478,949,965
"NM_001350160",880,552,1750,659,427,407,912,266,410,881,315,710
"NM_023923",864,533,1745,646,417,406,885,249,403,849,308,706
"NM_000911",2,2,17,2,0,0,3,2,1,4,2,0
"NM_001349715",223,250,418,153,237,84,222,161,72,241,273,182
"NR_110790",0,0,0,0,0,0,0,0,0,0,0,0
"NM_016505",340,358,746,274,428,111,349,263,140,502,502,313
"NM_024522",0,0,0,1,0,0,5,0,0,2,0,1
"NM_014676",2449,1908,4480,2198,2293,776,2653,1263,1087,2986,1812,2003
"NM_001282566",299,307,677,222,367,82,308,217,108,420,418,260
"NM_001282569",355,378,767,294,447,113,369,270,150,525,515,330
"NM_001282570",294,291,665,216,358,82,306,207,107,409,414,256
"NM_001282568",345,377,758,281,440,113,353,276,143,516,509,318
"NM_001282567",298,295,672,216,359,83,310,210,110,414,414,263
"NM_001282572",198,221,540,148,253,67,168,158,80,313,287,163
"NM_001282571",262,233,628,203,303,75,259,184,102,359,336,246
"NM_001282573",206,236,561,161,272,69,187,163,90,333,297,176
"NM_001282574",227,266,607,182,297,75,229,186,92,369,349,204
"NM_001020658",2502,1963,4576,2264,2374,787,2718,1303,1120,3077,1856,2064
"NR_125352",618,828,1573,388,677,267,559,591,357,621,625,518
"NM_001300958",745,917,1823,467,752,320,688,681,448,713,699,630
"NM_001143889",515,645,1416,332,510,233,485,474,291,512,470,424
"NM_018045",607,826,1556,380,671,264,559,584,349,599,620,511
"NM_012316",2596,1915,4620,2175,2003,1048,2339,1045,968,3469,1903,1998
"NM_001143888",625,854,1582,386,686,273,570,597,357,622,633,520
"NM_001143890",496,608,1333,322,474,226,467,457,286,487,452,403
"NM_001366264",435,402,1175,318,551,164,526,202,207,425,402,458
"NM_001366269",455,417,1171,336,531,166,511,200,227,449,436,470
"NM_001366270",208,109,599,170,156,79,284,43,117,207,89,225
"NM_001366271",179,89,518,133,117,69,232,33,99,161,78,197
"NR_158775",363,265,1114,301,338,153,465,131,186,434,388,416
"NR_158776",191,70,476,146,108,69,237,40,95,146,76,185
"NR_158777",305,193,900,238,272,116,404,102,157,313,235,355
"NR_158778",466,422,1190,339,537,167,519,215,237,458,461,480
"NR_158780",230,102,604,174,146,85,314,53,121,209,105,237
"NR_158782",342,218,955,277,302,141,450,111,166,362,293,387
"NR_158781",294,147,690,224,178,98,389,74,138,260,189,299
"NR_158779",552,558,1376,404,749,188,640,288,243,544,582,582
"NM_001330483",49,20,105,36,24,18,48,15,30,66,32,47
"NM_001319143",553,1007,1519,406,1070,216,477,715,213,683,1149,407
"NR_158772",501,465,1238,376,580,192,571,214,236,513,518,503
"NR_158774",420,319,1097,324,428,144,519,182,189,418,395,492
"NM_001308135",387,288,1106,297,357,132,499,144,175,447,436,458
"NM_001198973",2,1,15,0,0,3,3,0,0,6,0,3
"NM_001319140",1427,2246,2816,1127,2419,573,1306,1547,541,1884,2450,1149
"NM_033504",1,4,0,0,2,0,0,2,0,4,3,5
"NM_178547",494,479,1194,375,634,161,578,215,213,498,540,538
"NM_001329723",1,2,0,0,2,0,0,1,0,3,1,5
"NM_001329724",1,2,0,0,2,0,0,0,0,2,0,4
"NM_001329725",1,1,0,0,2,0,0,0,0,2,0,4
"NM_001319139",3468,4659,5869,2625,5111,1291,3354,3080,1203,4482,5108,2711
"NM_001625",3921,4916,6736,3047,5402,1499,3902,3268,1394,5082,5344,3120
"NM_001199199",3011,3848,5406,2271,4197,1108,2973,2521,1034,3782,4191,2329
"NM_001366266",335,224,904,256,294,114,351,135,153,287,238,341
"NM_001366265",414,368,1066,297,502,133,460,183,176,349,389,433
"NM_001366258",597,580,1354,447,714,211,683,261,260,616,678,615
"NM_001366259",568,623,1478,460,753,199,679,272,246,697,857,618
"NM_001366260",545,575,1392,426,706,187,648,234,224,653,791,593
"NR_158773",295,195,899,250,241,133,427,103,152,310,253,346
"NM_001366268",480,448,1237,358,602,190,586,215,216,487,483,491
"NM_001366267",408,315,1172,321,390,144,514,164,194,468,456,483
"NM_152493",181,86,329,193,115,105,215,66,139,202,82,170
"NM_020888",5,5,28,2,0,4,4,0,0,9,0,5
"NM_001319141",3392,4557,5802,2584,5031,1274,3320,3039,1180,4414,5017,2685
"NM_001330475",550,524,1287,403,659,185,615,245,251,544,588,574
"NM_013411",3389,4557,5802,2583,5031,1274,3319,3039,1180,4414,5017,2683
"NM_001308138",446,341,1228,366,429,169,565,175,203,524,524,523
"NM_001308137",305,212,992,238,272,116,404,102,158,363,306,361
"NM_001308136",400,376,1078,308,509,142,474,171,192,405,388,434
"NM_001308141",499,522,1329,382,643,161,580,216,215,582,693,552
"NM_001308140",522,566,1410,414,684,173,608,252,237,622,751,577
"NM_001308139",540,528,1255,419,689,187,646,230,222,568,628,579
"NR_134976",2871,3584,5191,2142,3881,1051,2874,2330,994,3618,3884,2202
"NM_001366263",425,293,1069,340,391,157,550,155,183,440,423,491
"NM_018207",58,29,128,39,26,20,67,18,31,71,41,57
"NM_001366278",477,458,1177,367,601,159,570,211,205,490,524,520
"NM_001319142",2929,3581,5237,2229,3895,1102,2901,2320,1018,3792,3856,2327
"NM_001366257",359,287,1015,289,348,130,484,146,165,368,357,424
"NM_001366256",387,268,1014,297,357,132,499,144,174,385,359,451
"NM_001366255",579,626,1506,443,712,200,645,287,277,672,825,613
"NM_001198972",5,5,28,2,0,4,4,0,0,9,0,4
"NM_001329722",1,4,0,0,2,0,0,2,0,4,3,5
"NM_001369553",5,5,28,2,0,4,4,0,0,9,0,5
"NM_001370212",194,86,349,204,102,116,223,65,153,210,79,183
"NM_001134734",0,0,0,0,0,0,0,0,0,0,0,0
"NM_032884",0,0,0,0,0,0,0,0,0,0,0,0
"NM_007167",815,448,2029,974,549,136,911,346,524,1067,571,806
"NM_001350138",1511,1195,3623,1913,1818,353,1935,977,826,1848,1411,1577
"NM_001350139",1490,1186,3616,1914,1780,350,1962,978,834,1845,1418,1597
"NM_024874",1249,1198,2325,866,1174,466,1064,745,586,1325,1205,981
"NM_001350140",1166,1018,2817,1546,1425,265,1519,768,630,1436,1092,1270
"NM_005095",1455,1178,3578,1882,1758,347,1903,966,811,1805,1390,1555
"NM_001286365",678,809,1432,561,792,342,476,410,273,937,647,596
"NM_012199",1735,1119,3526,1635,1128,654,2081,642,765,2526,1009,1629
"NM_206837",21,20,30,2,10,8,27,8,13,18,14,5
"NM_001286366",696,829,1463,590,856,355,482,438,292,989,681,637
"NM_018067",767,906,1534,646,930,386,556,465,310,1067,743,684
"NM_024852",1127,654,2731,936,724,179,1365,481,641,1116,572,910
"NM_145047",29,30,23,13,27,17,34,16,10,17,38,16
"NM_001162530",366,327,1039,230,234,132,321,205,176,449,234,454
"NM_001317123",1345,832,2552,1251,870,493,1484,511,557,2006,780,1283
"NM_001330493",30,31,23,13,27,18,34,21,10,18,39,16
"NM_177422",960,553,2552,845,619,159,1247,406,571,963,483,834
"NM_001317122",1379,879,2603,1266,907,500,1509,525,562,2043,813,1302
"NM_001242909",0,0,0,1,1,0,0,0,0,0,0,0
"NM_001242910",0,0,0,1,1,0,0,0,0,0,0,0
"NM_001038633",0,0,0,1,1,0,0,0,0,0,0,0
"NM_000831",0,0,2,0,0,1,0,0,0,1,0,0
"NM_001242908",0,0,0,1,1,0,0,0,0,0,0,0
"NR_158628",1780,2040,3182,1633,1909,710,2070,1178,979,1872,1802,1554
"NM_001350228",1687,1864,2978,1568,1776,682,1950,1103,931,1767,1635,1480
"NM_001365824",1748,2014,3131,1593,1868,701,2005,1162,962,1838,1779,1520
"NR_158629",1584,1884,2907,1476,1705,666,1831,1077,874,1694,1578,1385
"NM_001297434",1656,1841,2896,1527,1800,673,1873,1122,904,1742,1668,1466
"NM_001365821",1703,1931,3042,1555,1807,688,1952,1122,935,1795,1703,1498
"NR_158631",1683,1866,2926,1560,1831,679,1922,1132,912,1768,1696,1484
"NM_001365820",1712,1945,3084,1568,1821,692,1966,1141,941,1808,1732,1504
"NM_001365823",1744,2009,3130,1593,1864,700,2003,1158,955,1836,1774,1518
"NM_001365822",1690,1860,2997,1539,1754,681,1945,1112,924,1763,1631,1482
"NM_001365825",1691,1878,3008,1547,1760,681,1954,1111,925,1772,1639,1484
"NM_001350227",1572,1740,2787,1460,1647,648,1771,1029,860,1677,1562,1372
"NM_005540",1724,1988,3095,1573,1849,694,1982,1149,944,1822,1753,1508
"NR_158630",1764,1979,3109,1619,1878,711,2077,1158,961,1838,1752,1527
"NM_012090",6270,5839,13628,8290,9421,1950,7532,4285,2917,10259,7326,8088
"NM_017821",1,0,0,0,0,0,0,0,0,0,2,1
"NM_001304746",1,0,0,0,0,0,0,0,0,0,2,1
"NM_001308114",626,604,1182,496,650,257,615,337,245,715,505,538
"NM_014223",575,599,1100,448,675,237,584,365,240,662,538,466
"NM_001142590",466,441,1008,401,477,182,489,267,217,538,355,399
"NM_001308115",626,592,1202,515,662,252,647,351,261,732,529,521
"NM_001142587",526,561,1052,421,602,223,560,339,227,608,491,438
"NM_001142588",605,646,1142,464,709,249,601,382,242,691,547,504
"NM_001142589",433,401,907,339,455,177,409,255,167,487,360,348
"NM_014747",60,138,70,14,35,9,9,10,2,15,30,8
"NM_012421",1081,1330,4047,1615,1648,293,1897,1260,1036,1382,1361,1651
"NM_001350668",553,448,1102,590,515,221,557,305,290,640,493,544
"NR_037868",130,38,202,91,64,65,136,35,79,119,40,151
"NR_135092",643,493,1179,693,579,245,636,331,328,748,569,652
"NM_001172220",525,455,1070,517,500,200,521,308,276,570,491,501
"NM_001172222",395,287,853,426,343,165,429,172,214,451,298,420
"NM_001172219",555,476,1110,552,538,213,544,329,285,609,512,520
"NM_012236",567,480,1133,578,537,209,571,321,291,638,507,557
"NM_001350667",645,525,1219,658,594,241,630,357,325,746,547,612
"NM_001172221",578,474,1101,616,517,222,594,315,297,662,498,553
"NM_001031694",632,493,1172,682,573,245,630,331,326,747,556,640
"NM_001172218",607,505,1182,625,578,225,603,348,307,690,535,582
"NM_001127714",1144,217,2655,766,134,414,819,57,364,1075,109,1010
"NM_024503",1156,217,2685,776,139,417,828,57,374,1086,110,1024
"NM_001198852",1565,783,2846,1391,835,416,1641,482,653,1971,757,1025
"NM_001287511",54,101,261,49,99,22,66,81,33,102,83,59
"NR_104171",1,0,4,0,2,2,0,0,0,2,0,3
"NM_001355224",29,8,79,25,15,1,27,6,17,28,13,34
"NM_001355226",30,4,84,16,12,1,23,20,12,14,7,23
"NM_001355227",34,9,64,28,16,2,31,9,19,28,11,32
"NM_014947",1676,824,2975,1471,880,438,1747,506,696,2102,809,1100
"NM_001198851",1677,796,2966,1448,864,441,1716,506,685,2085,779,1100
"NM_001198850",1630,768,2933,1431,834,429,1679,480,665,2043,760,1074
"NM_001080850",11,4,42,15,2,1,16,0,11,20,7,12
"NM_001350621",192,260,434,163,176,68,180,111,79,194,179,214
"NM_001270466",81,88,174,35,61,24,32,40,23,52,64,70
"NR_073018",161,179,364,114,124,46,138,79,64,147,133,166
"NM_174965",112,124,252,64,93,31,74,53,37,85,96,102
"NR_073016",174,255,404,157,170,60,172,103,78,165,169,197
"NM_174971",167,226,381,127,147,57,140,89,69,153,144,177
"NM_001350620",183,253,420,151,169,61,171,103,76,170,172,204
"NM_174969",153,219,360,118,141,51,139,83,62,143,134,169
"NM_201542",515,859,1026,327,713,156,488,555,231,545,718,350
"NM_174963",198,266,441,169,182,66,182,109,82,181,194,213
"NR_073017",140,210,337,115,125,48,132,79,61,133,123,154
"NM_174968",188,258,427,160,174,63,169,109,80,175,186,206
"NR_073021",121,148,302,84,110,39,114,71,44,120,117,126
"NM_001270463",99,115,253,50,83,29,90,48,32,86,80,97
"NM_001270462",105,114,241,62,73,28,63,58,38,85,80,100
"NM_174970",79,92,191,37,67,22,43,43,25,57,67,75
"NM_174964",183,259,418,157,175,60,180,102,75,170,175,204
"NM_174966",143,175,333,106,123,42,128,79,58,128,129,154
"NM_001270465",109,120,259,55,84,33,97,49,33,93,80,97
"NM_174967",96,116,235,59,84,24,59,53,35,76,92,96
"NR_073019",127,193,309,107,120,46,107,79,57,120,120,141
